#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000635435.1	PRJNA224116	SAMN02671336	JFLP00000000.1	na	1471465	1471465	Prochlorococcus sp. scB241_529J11		scB241_529J11	suppressed	Scaffold	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/435/GCF_000635435.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635455.1	PRJNA224116	SAMN02671338	JFLR00000000.1	na	1471467	1471467	Prochlorococcus sp. scB241_529J16		scB241_529J16	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/455/GCF_000635455.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635475.1	PRJNA224116	SAMN02671339	JFLS00000000.1	na	1471468	1471468	Prochlorococcus sp. scB241_529O19		scB241_529O19	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/475/GCF_000635475.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635495.1	PRJNA224116	SAMN02671343	JFLW00000000.1	na	1471472	1471472	Prochlorococcus sp. scB243_495K23		scB243_495K23	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/495/GCF_000635495.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635515.1	PRJNA224116	SAMN02671346	JFLZ00000000.1	na	1471475	1471475	Prochlorococcus sp. scB243_495N3		scB243_495N3	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/515/GCF_000635515.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635535.1	PRJNA224116	SAMN02671352	JFMF00000000.1	na	1471481	1471481	Prochlorococcus sp. scB243_496M6		scB243_496M6	suppressed	Scaffold	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/535/GCF_000635535.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635555.1	PRJNA224116	SAMN02671353	JFMG00000000.1	na	1471482	1471482	Prochlorococcus sp. scB243_496N4		scB243_496N4	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/555/GCF_000635555.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635575.1	PRJNA224116	SAMN02671354	JFMH00000000.1	na	1471483	1471483	Prochlorococcus sp. scB243_497E17		scB243_497E17	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/575/GCF_000635575.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635595.1	PRJNA224116	SAMN02671360	JFMN00000000.1	na	1471489	1471489	Prochlorococcus sp. scB243_498B23		scB243_498B23	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/595/GCF_000635595.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635615.1	PRJNA224116	SAMN02671362	JFMP00000000.1	na	1471491	1471491	Prochlorococcus sp. scB243_498F21		scB243_498F21	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/615/GCF_000635615.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635635.1	PRJNA224116	SAMN02671363	JFMQ00000000.1	na	1471492	1471492	Prochlorococcus sp. scB243_498G3		scB243_498G3	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/635/GCF_000635635.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635655.1	PRJNA224116	SAMN02671367	JFMU00000000.1	na	1471496	1471496	Prochlorococcus sp. scB243_498M14		scB243_498M14	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/655/GCF_000635655.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635675.1	PRJNA224116	SAMN02671370	JFMX00000000.1	na	1471499	1471499	Prochlorococcus sp. scB243_498P15		scB243_498P15	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/675/GCF_000635675.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635695.1	PRJNA224116	SAMN02671371	JFMY00000000.1	na	1471500	1471500	Prochlorococcus sp. scB243_498P3		scB243_498P3	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/695/GCF_000635695.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635715.1	PRJNA224116	SAMN02671376	JFND00000000.1	na	1471505	1471505	Prochlorococcus sp. scB245a_518I6		scB245a_518I6	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/715/GCF_000635715.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635735.1	PRJNA224116	SAMN02671383	JFNK00000000.1	na	1471512	1471512	Prochlorococcus sp. scB245a_519D13		scB245a_519D13	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/735/GCF_000635735.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635755.1	PRJNA224116	SAMN02671385	JFNM00000000.1	na	1471514	1471514	Prochlorococcus sp. scB245a_519G16		scB245a_519G16	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/755/GCF_000635755.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635775.1	PRJNA224116	SAMN02671387	JFNO00000000.1	na	1471516	1471516	Prochlorococcus sp. scB245a_519O11		scB245a_519O11	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/775/GCF_000635775.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635795.1	PRJNA224116	SAMN02671391	JFNS00000000.1	na	1471520	1471520	Prochlorococcus sp. scB245a_520E22		scB245a_520E22	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/795/GCF_000635795.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635815.1	PRJNA224116	SAMN02671392	JFNT00000000.1	na	1471521	1471521	Prochlorococcus sp. scB245a_520F22		scB245a_520F22	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/815/GCF_000635815.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635835.1	PRJNA224116	SAMN02671396	JFNX00000000.1	na	1471525	1471525	Prochlorococcus sp. scB245a_521B10		scB245a_521B10	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/835/GCF_000635835.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635855.1	PRJNA224116	SAMN02671399	JFOA00000000.1	na	1471528	1471528	Prochlorococcus sp. scB245a_521M10		scB245a_521M10	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/855/GCF_000635855.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635875.1	PRJNA224116	SAMN02671401	JFOC00000000.1	na	1471530	1471530	Prochlorococcus sp. scB245a_521N5		scB245a_521N5	suppressed	Contig	Major	Full	2014/04/22	De novo assembly of single-cell genomes	Massachusetts Institute of Technology	GCA_000635875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/875/GCF_000635875.1_De_novo_assembly_of_single-cell_genomes	derived from single cell	
GCF_000635895.1	PRJNA224116	SAMN02693464	JHOG00000000.1	na	1396	1396	Bacillus cereus	strain=A1		replaced	Contig	Major	Full	2014/04/22	Genome of Bacillus cereus A1	Beijing University of Chemical Technology	GCA_000635895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/895/GCF_000635895.1_Genome_of_Bacillus_cereus_A1		
GCF_000635915.1	PRJNA224116	SAMN02693465	JHOF00000000.1	na	588932	588932	Brevundimonas naejangsanensis	strain=B1		replaced	Contig	Major	Full	2014/04/22	Genome of Brevundimonas naejangsanensis B1	Beijing University of Chemical Technology	GCA_000635915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/635/915/GCF_000635915.1_Genome_of_Brevundimonas_naejangsanensis_B1		
GCF_000636115.1	PRJNA224116	SAMN02721568		na	1311	1311	Streptococcus agalactiae	strain=138spar		suppressed	Complete Genome	Major	Full	2014/04/23	ASM63611v1	USDA, ARS, AAHRU	GCA_000636115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/636/115/GCF_000636115.1_ASM63611v1	abnormal gene to sequence ratio ; many frameshifted proteins ; missing ribosomal protein genes ; missing tRNA genes	
GCF_000647595.1	PRJNA224116	SAMN02732279	ATAJ00000000.1	na	1339263	287	Pseudomonas aeruginosa 148	strain=148		replaced	Contig	Major	Full	2014/04/23	PseAer148_1.0	Universidad Nacional Autonoma de Mexico	GCA_000647595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/595/GCF_000647595.1_PseAer148_1.0		
GCF_000647855.1	PRJNA224116	SAMN02732485	JICL00000000.1	na	1268883	1280	Staphylococcus aureus 880	strain=880		replaced	Scaffold	Major	Full	2014/04/28	ASM64785v1	Washington University	GCA_000647855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/855/GCF_000647855.1_ASM64785v1		
GCF_000647935.1	PRJNA224116	SAMD00036777	BAUN00000000.1	na	1407649	287	Pseudomonas aeruginosa RB	strain=RB		replaced	Scaffold	Major	Full	2014/04/28	ASM64793v2	Osaka University	GCA_000647935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/935/GCF_000647935.1_ASM64793v2		
GCF_000648235.1	PRJNA224116	SAMD00036751	BASK00000000.1	na	1353976	1353976	Neochlamydia sp. S13	strain=S13		replaced	Contig	Major	Full	2014/04/21	ASM64823v1	Faculty of Health Scieneces, Hokkaido University	GCA_000648235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/235/GCF_000648235.1_ASM64823v1		
GCF_000648375.1	PRJNA224116	SAMN02691620	JGYE00000000.1	na	1387330	28901	Salmonella enterica subsp. enterica serovar 9,12:l,v:- str. 94293	strain=94293		replaced	Scaffold	Major	Full	2014/04/25	94293 Ver1	University of California Irvine	GCA_000648375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/375/GCF_000648375.1_94293_Ver1		
GCF_000648415.1	PRJNA224116	SAMN02692152	JHAE00000000.1	na	1387331	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. 95799	strain=95799		replaced	Scaffold	Major	Full	2014/04/25	95799 Ver 1	University of California Irvine	GCA_000648415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/415/GCF_000648415.1_95799_Ver_1		
GCF_000648435.1	PRJNA224116	SAMN02692250	JHAF00000000.1	na	1387333	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. 98346	strain=98346		replaced	Scaffold	Major	Full	2014/04/25	98346 ver1	University of California Irvine	GCA_000648435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/435/GCF_000648435.1_98346_ver1		
GCF_000648455.1	PRJNA224116	SAMN02692255	JHAI00000000.1	na	1387345	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. 116045	strain=116045		replaced	Scaffold	Major	Full	2014/04/25	116045 Ver 1	University of California Irvine	GCA_000648455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/455/GCF_000648455.1_116045_Ver_1		
GCF_000648475.1	PRJNA224116	SAMN02692253	JHAG00000000.1	na	1387339	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. 104772	strain=104772		replaced	Scaffold	Major	Full	2014/04/25	104772 ver 1	University of California Irvine	GCA_000648475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/475/GCF_000648475.1_104772_ver_1		
GCF_000648495.1	PRJNA224116	SAMN02692254	JHAH00000000.1	na	1387341	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. 108402	strain=108402		replaced	Scaffold	Major	Full	2014/04/25	108402 Ver 1	University of California Irvine	GCA_000648495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/495/GCF_000648495.1_108402_Ver_1		
GCF_000648655.1	PRJNA297581	SAMN02265491	JBOX00000000.1	na	29053	29053	Copidosoma floridanum		CFLO.00-Male	replaced	Scaffold	Major	Full	2014/05/01	Cflo_1.0	The i5k Initiative	GCA_000648655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/655/GCF_000648655.1_Cflo_1.0		
GCF_000648675.1	PRJNA298750	SAMN02649412	JHUN00000000.1	na	79782	79782	Cimex lectularius	strain=Harlan	CLEC.00	replaced	Scaffold	Major	Full	2014/05/01	Clec_1.0	The i5k Initiative	GCA_000648675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/675/GCF_000648675.1_Clec_1.0		
GCF_000648735.1	PRJNA224116	SAMN02727983	AOKO00000000.1	na	1095103	317	Pseudomonas syringae pv. actinidiae ICMP 18884	strain=ICMP 18884		replaced	Chromosome	Major	Full	2014/04/30	ASM64873v1	The New Zealand Institute for Plant & Food Research	GCA_000648735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/735/GCF_000648735.1_ASM64873v1		
GCF_000648735.2	PRJNA224116	SAMN02727983		na	1095103	317	Pseudomonas syringae pv. actinidiae ICMP 18884	strain=ICMP 18884		suppressed	Complete Genome	Major	Full	2015/07/30	ASM64873v2	The New Zealand Institute for Plant & Food Research	GCA_000648735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/735/GCF_000648735.2_ASM64873v2		
GCF_000648835.1	PRJNA224116	SAMN02741844	AWPC00000000.1	na	1390080	1314	Streptococcus pyogenes SP5-LAU	strain=SP5-LAU		replaced	Contig	Major	Full	2014/04/28	Draft SP5-LAU Genome	Lebanese American University	GCA_000648835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/835/GCF_000648835.1_Draft_SP5-LAU_Genome		
GCF_000648925.1	PRJNA224116	SAMN02671694	JFHF00000000.1	na	1458357	1458357	Caballeronia jiangsuensis	strain=MP-1		suppressed	Contig	Major	Full	2014/04/29	SOAPdenovo v1.05	Laboratory of Biocatalysis and Synthetic Biotechnology	GCA_000648925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/925/GCF_000648925.1_SOAPdenovo_v1.05	contaminated	
GCF_000657795.1	PRJNA224116	SAMN02263900	JHEP00000000.1	na	1331258	1331258	Bordetella pseudohinzii	strain=8-296-03		replaced	Contig	Major	Full	2014/04/30	gbh03v01	JCVI	GCA_000657795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/657/795/GCF_000657795.1_gbh03v01	genome length too large	
GCF_000661995.1	PRJNA224116	SAMN02427354	AZBG00000000.1	na	520488	29461	Brucella suis bv. 4 str. 40	strain=40		suppressed	Contig	Major	Full	2014/05/01	BrucellaSuis1.0	Smi	GCA_000661995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/661/995/GCF_000661995.1_BrucellaSuis1.0	many frameshifted proteins	
GCF_000662015.1	PRJNA224116	SAMN02427355	AZBI00000000.1	na	1218315	1218315	Brucella inopinata	strain=CAPM 6436		suppressed	Scaffold	Major	Full	2014/05/01	BrucellaInopinata1.0	Smi	GCA_000662015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/662/015/GCF_000662015.1_BrucellaInopinata1.0		
GCF_000662035.1	PRJNA224116	SAMN02427356	AZBH00000000.1	na	520457	120577	Brucella ceti B1/94	strain=B1/94		replaced	Contig	Major	Full	2014/05/01	BrucellaCeti1.0	Smi	GCA_000662035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/662/035/GCF_000662035.1_BrucellaCeti1.0		
GCF_000662075.1	PRJNA224116	SAMN02231541	JGWG00000000.1	na	1331198	518	Bordetella bronchiseptica 00-P-2730	strain=00-P-2730		suppressed	Contig	Major	Full	2014/05/01	gbb02v01	JCVI	GCA_000662075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/662/075/GCF_000662075.1_gbb02v01	contaminated	
GCF_000671455.1	PRJNA224116	SAMN02692962	JMHM00000000.1	na	1310575	470	Acinetobacter baumannii 6935	strain=6935		suppressed	Contig	Major	Full	2014/05/02	ASM67145v1	Institute for Genome Sciences	GCA_000671455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/455/GCF_000671455.1_ASM67145v1	genome length too large	
GCF_000671695.1	PRJNA224116	SAMN02692946	JMHK00000000.1	na	1310572	470	Acinetobacter baumannii 1032359	strain=1032359		suppressed	Contig	Major	Full	2014/05/02	ASM67169v1	Institute for Genome Sciences	GCA_000671695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/671/695/GCF_000671695.1_ASM67169v1	genome length too large	
GCF_000681355.1	PRJNA224116	SAMN02719768	JJNX00000000.2	na	1487582	1487582	Peptococcaceae bacterium SCADC1_2_3		SCADC1_2_3	suppressed	Scaffold	Major	Full	2014/07/31	SCADC1_2_3	Hydrocarbon Metagenomic Project	GCA_000681355.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/355/GCF_000681355.1_SCADC1_2_3	derived from single cell	
GCF_000681715.1	PRJNA224116	SAMN02692974	JMOF00000000.1	na	1310709	470	Acinetobacter baumannii 1288284	strain=1288284		suppressed	Contig	Major	Full	2014/05/06	ASM68171v1	Institute for Genome Sciences	GCA_000681715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/715/GCF_000681715.1_ASM68171v1	contaminated ; genome length too large	
GCF_000682195.1	PRJNA224116	SAMN02692950	JMNP00000000.1	na	1310629	470	Acinetobacter baumannii 135867	strain=135867		suppressed	Contig	Major	Full	2014/05/06	ASM68219v1	Institute for Genome Sciences	GCA_000682195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/682/195/GCF_000682195.1_ASM68219v1	genome length too large	
GCF_000682315.1	PRJNA224116	SAMN02692952	JMNX00000000.1	na	1310631	470	Acinetobacter baumannii 15827	strain=15827		suppressed	Contig	Major	Full	2014/05/06	ASM68231v1	Institute for Genome Sciences	GCA_000682315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/682/315/GCF_000682315.1_ASM68231v1	genome length too large	
